A,B,C,fit,strange,score,text
A03,B05,C04,0,3,0,EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Tourism seasonality: Cyprus hotels/staff idle half the year || Reinsurance: pooling many small risks and selling slices to big capital
A03,B05,C05,2,3,6,EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Tourism seasonality: Cyprus hotels/staff idle half the year || Air-traffic control: live deconfliction of many actors in shared space
A03,B05,C06,2,3,6,EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Tourism seasonality: Cyprus hotels/staff idle half the year || Spotify royalties: tiny usage events settled into automatic payouts
A03,B05,C07,1,3,3,EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Tourism seasonality: Cyprus hotels/staff idle half the year || Carfax-style history report built from many third-party events
A03,B05,C08,2,3,6,EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Tourism seasonality: Cyprus hotels/staff idle half the year || Ant colony / stigmergy: coordination through traces left in the environment
A03,B05,C09,0,3,0,EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Tourism seasonality: Cyprus hotels/staff idle half the year || Clinical triage: route cases by urgency with a short standard question set
A03,B05,C10,1,3,3,EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Tourism seasonality: Cyprus hotels/staff idle half the year || Futures market: sell next season's output today to lock a price
A03,B05,C11,1,3,3,"EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Tourism seasonality: Cyprus hotels/staff idle half the year || Container shipping standard (TEU): one box fits every ship, truck, crane"
A03,B05,C12,2,3,6,EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Tourism seasonality: Cyprus hotels/staff idle half the year || Speedrun/leaderboard gaming: public live competition drives behaviour
A03,B05,C13,1,3,3,EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Tourism seasonality: Cyprus hotels/staff idle half the year || Tontine / rotating savings club (ROSCA): members fund each other in turn
A03,B05,C14,2,3,6,EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Tourism seasonality: Cyprus hotels/staff idle half the year || Prediction market: price aggregates dispersed knowledge into a probability
A03,B05,C15,1,3,3,EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Tourism seasonality: Cyprus hotels/staff idle half the year || Pharmacovigilance: tiny signals from many reports detect rare problems early
A03,B06,C01,0,2,0,EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Red tape: EU SMEs cite administrative burden as top obstacle (Eurobarometer 2023) || Airline yield management: price changes by demand minute to minute
A03,B06,C02,2,2,4,"EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Red tape: EU SMEs cite administrative burden as top obstacle (Eurobarometer 2023) || Chess/Elo rating: ranking from pairwise outcomes, no absolute measure needed"
A03,B06,C03,0,2,0,EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Red tape: EU SMEs cite administrative burden as top obstacle (Eurobarometer 2023) || Blood-bank / organ matching: time-critical allocation of scarce perishable supply
A03,B06,C04,0,2,0,EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Red tape: EU SMEs cite administrative burden as top obstacle (Eurobarometer 2023) || Reinsurance: pooling many small risks and selling slices to big capital
A03,B06,C05,1,2,2,EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Red tape: EU SMEs cite administrative burden as top obstacle (Eurobarometer 2023) || Air-traffic control: live deconfliction of many actors in shared space
A03,B06,C06,1,2,2,EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Red tape: EU SMEs cite administrative burden as top obstacle (Eurobarometer 2023) || Spotify royalties: tiny usage events settled into automatic payouts
A03,B06,C07,1,2,2,EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Red tape: EU SMEs cite administrative burden as top obstacle (Eurobarometer 2023) || Carfax-style history report built from many third-party events
A03,B06,C08,1,2,2,EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Red tape: EU SMEs cite administrative burden as top obstacle (Eurobarometer 2023) || Ant colony / stigmergy: coordination through traces left in the environment
A03,B06,C09,1,2,2,EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Red tape: EU SMEs cite administrative burden as top obstacle (Eurobarometer 2023) || Clinical triage: route cases by urgency with a short standard question set
A03,B06,C10,0,2,0,EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Red tape: EU SMEs cite administrative burden as top obstacle (Eurobarometer 2023) || Futures market: sell next season's output today to lock a price
A03,B06,C11,2,2,4,"EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Red tape: EU SMEs cite administrative burden as top obstacle (Eurobarometer 2023) || Container shipping standard (TEU): one box fits every ship, truck, crane"
A03,B06,C12,0,2,0,EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Red tape: EU SMEs cite administrative burden as top obstacle (Eurobarometer 2023) || Speedrun/leaderboard gaming: public live competition drives behaviour
A03,B06,C13,0,2,0,EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Red tape: EU SMEs cite administrative burden as top obstacle (Eurobarometer 2023) || Tontine / rotating savings club (ROSCA): members fund each other in turn
A03,B06,C14,1,2,2,EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Red tape: EU SMEs cite administrative burden as top obstacle (Eurobarometer 2023) || Prediction market: price aggregates dispersed knowledge into a probability
A03,B06,C15,1,2,2,EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Red tape: EU SMEs cite administrative burden as top obstacle (Eurobarometer 2023) || Pharmacovigilance: tiny signals from many reports detect rare problems early
A03,B07,C01,0,3,0,EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Farmers lose crops to heat/drought with slow or no insurance payout || Airline yield management: price changes by demand minute to minute
A03,B07,C02,2,3,6,"EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Farmers lose crops to heat/drought with slow or no insurance payout || Chess/Elo rating: ranking from pairwise outcomes, no absolute measure needed"
A03,B07,C03,0,3,0,EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Farmers lose crops to heat/drought with slow or no insurance payout || Blood-bank / organ matching: time-critical allocation of scarce perishable supply
A03,B07,C04,1,3,3,EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Farmers lose crops to heat/drought with slow or no insurance payout || Reinsurance: pooling many small risks and selling slices to big capital
A03,B07,C05,1,3,3,EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Farmers lose crops to heat/drought with slow or no insurance payout || Air-traffic control: live deconfliction of many actors in shared space
A03,B07,C06,1,3,3,EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Farmers lose crops to heat/drought with slow or no insurance payout || Spotify royalties: tiny usage events settled into automatic payouts
A03,B07,C07,1,3,3,EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Farmers lose crops to heat/drought with slow or no insurance payout || Carfax-style history report built from many third-party events
